config_id,battery_type,num_motors,propeller_size,frame_size,radio_receiver,battery_capacity_mah,battery_weight_g,motor_thrust_per_g,total_thrust_g,total_weight_g,thrust_to_weight_ratio,payload_capacity_g,flight_time_min,power_consumption_w,max_speed_kmh,stability_score,crash_probability,drone_cost_usd
CFG-0308,LiPo 6S 8000mAh,8,"7""",550mm Heavy,DJI FPV Receiver,8000,1050,1100,8800,2466,3.569,6334,21.22,562.52,60.05,85.33,0.3056,764.96
CFG-0309,LiPo 6S 8000mAh,8,"7""",450mm Standard,TBS Crossfire,8000,1050,1100,8800,2241,3.927,6559,21.32,496.73,63.1,86.97,0.3392,703.36
CFG-0310,LiPo 4S 3000mAh,3,"7""",220mm Mini,FrSky R-XSR,3000,320,800,2400,651,3.687,1749,32.18,82.42,118.31,59.22,0.5427,194.88
CFG-0311,LiPo 6S 4000mAh,3,"5""",220mm Mini,FrSky R-XSR,4000,680,800,2400,999,2.402,1401,30.8,164.36,154.94,58.42,0.4409,244.16
CFG-0312,LiPo 6S 8000mAh,4,"5""",450mm Standard,ExpressLRS 900,8000,1050,900,3600,1734,2.076,1866,27.69,350.63,87.9,67.15,0.4156,430.08
CFG-0313,LiPo 3S 2200mAh,3,"7""",450mm Standard,DJI FPV Receiver,2200,180,800,2400,801,2.996,1599,14.53,107.92,66.11,59.99,0.5067,287.84
CFG-0314,LiPo 6S 8000mAh,6,"5""",450mm Standard,TBS Crossfire,8000,1050,1000,6000,1945,3.085,4055,20.44,439.65,80.94,86.05,0.3613,551.04
CFG-0315,LiPo 4S 3000mAh,6,"5""",450mm Standard,FrSky R-XSR,3000,320,1000,6000,1210,4.959,4790,11.36,237.21,77.72,80.32,0.3415,396.48
CFG-0316,LiPo 4S 5000mAh,3,"7""",450mm Standard,TBS Crossfire,5000,520,800,2400,1136,2.113,1264,27.75,169.96,72.01,59.8,0.486,329.28
CFG-0317,LiPo 6S 4000mAh,3,"5""",550mm Heavy,DJI FPV Receiver,4000,680,800,2400,1509,1.59,891,18.18,280.96,90.39,46.43,0.6642,409.92
CFG-0318,LiPo 6S 4000mAh,8,"7""",450mm Standard,ExpressLRS 900,4000,680,1100,8800,1868,4.711,6932,11.42,392.05,71.8,92.67,0.1987,619.36
CFG-0319,LiPo 4S 5000mAh,6,"12""",220mm Mini,ExpressLRS 900,5000,520,1000,6000,1252,4.792,4748,25.12,188.67,56.87,84.74,0.3053,441.28
CFG-0320,LiPo 4S 5000mAh,6,"9""",450mm Standard,DJI FPV Receiver,5000,520,1000,6000,1480,4.054,4520,17.95,245.17,55.35,79.28,0.3076,508.48
CFG-0321,LiPo 4S 5000mAh,6,"5""",220mm Mini,ExpressLRS 900,5000,520,1000,6000,1132,5.3,4868,21.4,217.52,94.85,80.44,0.3141,374.08
CFG-0322,LiPo 6S 8000mAh,4,"9""",450mm Standard,TBS Crossfire,8000,1050,900,3600,1777,2.026,1823,40.37,287.93,68.13,72.86,0.4124,474.88
CFG-0323,LiPo 3S 2200mAh,8,"9""",550mm Heavy,TBS Crossfire,2200,180,1100,8800,1639,5.369,7161,4.07,300.68,34.87,92.4,0.2586,640.64
CFG-0324,LiPo 6S 8000mAh,3,"12""",550mm Heavy,FrSky R-XSR,8000,1050,800,2400,1929,1.244,471,36.92,294.17,49.36,51.14,0.7507,456.96
CFG-0325,LiPo 3S 2200mAh,4,"7""",330mm Medium,DJI FPV Receiver,2200,180,900,3600,738,4.878,2862,15.2,101.06,70.59,74.79,0.452,299.04
CFG-0326,LiPo 4S 3000mAh,3,"5""",450mm Standard,ExpressLRS 900,3000,320,800,2400,921,2.606,1479,18.6,147.87,96.21,64.4,0.3986,269.92
CFG-0327,LiPo 4S 3000mAh,4,"7""",220mm Mini,DJI FPV Receiver,3000,320,900,3600,748,4.813,2852,24.41,102.84,106.19,71.12,0.3821,287.84
CFG-0328,LiPo 4S 5000mAh,4,"5""",450mm Standard,FrSky R-XSR,5000,520,900,3600,1202,2.995,2398,20.65,217.75,81.95,70.48,0.3574,328.16
CFG-0329,LiPo 3S 2200mAh,4,"9""",220mm Mini,ExpressLRS 900,2200,180,900,3600,624,5.769,2976,15.31,73.86,78.57,82.5,0.3621,245.28
CFG-0330,LiPo 6S 4000mAh,8,"12""",330mm Medium,TBS Crossfire,4000,680,1100,8800,1849,4.759,6951,13.49,336.41,57.73,84.65,0.2539,679.84
CFG-0331,LiPo 6S 4000mAh,3,"9""",450mm Standard,DJI FPV Receiver,4000,680,800,2400,1319,1.82,1081,28.36,187.62,78.26,51.46,0.6048,376.32
CFG-0332,LiPo 4S 3000mAh,6,"9""",220mm Mini,DJI FPV Receiver,3000,320,1000,6000,1000,6.0,5000,16.78,147.27,77.31,78.78,0.3189,411.04
CFG-0333,LiPo 4S 3000mAh,8,"7""",330mm Medium,FrSky R-XSR,3000,320,1100,8800,1356,6.49,7444,9.02,258.52,71.11,80.68,0.2966,515.2
CFG-0334,LiPo 4S 5000mAh,3,"9""",330mm Medium,DJI FPV Receiver,5000,520,800,2400,1009,2.379,1391,34.81,132.44,72.4,56.55,0.5544,316.96
CFG-0335,LiPo 6S 4000mAh,6,"5""",220mm Mini,TBS Crossfire,4000,680,1000,6000,1295,4.633,4705,20.68,259.09,126.9,74.97,0.3917,422.24
CFG-0336,LiPo 6S 8000mAh,3,"9""",220mm Mini,FrSky R-XSR,8000,1050,800,2400,1399,1.716,1001,52.74,202.55,92.95,45.4,0.659,322.56
CFG-0337,LiPo 4S 5000mAh,6,"12""",220mm Mini,TBS Crossfire,5000,520,1000,6000,1255,4.781,4745,23.45,189.26,53.19,84.85,0.2806,463.68
CFG-0338,LiPo 4S 5000mAh,6,"12""",330mm Medium,DJI FPV Receiver,5000,520,1000,6000,1390,4.317,4610,18.44,216.14,44.13,84.61,0.2821,508.48
CFG-0339,LiPo 4S 3000mAh,8,"5""",220mm Mini,TBS Crossfire,3000,320,1100,8800,1199,7.339,7601,12.14,251.77,90.32,82.51,0.2695,500.64
CFG-0340,LiPo 6S 8000mAh,3,"7""",220mm Mini,DJI FPV Receiver,8000,1050,800,2400,1391,1.725,1009,48.39,221.15,106.37,53.16,0.5673,360.64
CFG-0341,LiPo 6S 8000mAh,8,"9""",450mm Standard,FrSky R-XSR,8000,1050,1100,8800,2284,3.853,6516,20.41,462.87,54.95,80.77,0.2816,693.28
CFG-0342,LiPo 3S 2200mAh,8,"7""",330mm Medium,ExpressLRS 900,2200,180,1100,8800,1218,7.225,7582,2.67,224.85,54.31,95.74,0.2336,507.36
CFG-0343,LiPo 6S 8000mAh,6,"5""",550mm Heavy,TBS Crossfire,8000,1050,1000,6000,2165,2.771,3835,24.11,505.36,68.87,85.12,0.2617,601.44
CFG-0344,LiPo 3S 2200mAh,8,"12""",330mm Medium,DJI FPV Receiver,2200,180,1100,8800,1354,6.499,7446,7.54,224.37,38.76,82.84,0.2867,612.64
CFG-0345,LiPo 6S 8000mAh,3,"5""",450mm Standard,TBS Crossfire,8000,1050,800,2400,1654,1.451,746,34.61,316.56,89.17,55.57,0.7604,409.92
CFG-0346,LiPo 6S 8000mAh,8,"5""",450mm Standard,DJI FPV Receiver,8000,1050,1100,8800,2214,3.975,6586,19.33,558.82,74.42,81.08,0.3839,696.64
CFG-0347,LiPo 4S 5000mAh,8,"12""",450mm Standard,FrSky R-XSR,5000,520,1100,8800,1834,4.798,6966,12.22,332.87,34.17,91.16,0.236,650.72
CFG-0348,LiPo 6S 4000mAh,4,"12""",330mm Medium,DJI FPV Receiver,4000,680,900,3600,1302,2.765,2298,29.02,183.82,76.8,67.77,0.4106,413.28
CFG-0349,LiPo 6S 4000mAh,6,"7""",220mm Mini,TBS Crossfire,4000,680,1000,6000,1319,4.549,4681,22.26,232.18,114.24,82.21,0.3173,435.68
CFG-0350,LiPo 6S 4000mAh,6,"9""",220mm Mini,FrSky R-XSR,4000,680,1000,6000,1350,4.444,4650,24.26,217.55,96.05,78.0,0.4198,418.88
CFG-0351,LiPo 3S 2200mAh,4,"7""",330mm Medium,FrSky R-XSR,2200,180,900,3600,728,4.945,2872,14.75,99.28,79.1,66.43,0.4176,250.88
CFG-0352,LiPo 4S 3000mAh,6,"12""",220mm Mini,TBS Crossfire,3000,320,1000,6000,1055,5.687,4945,16.84,151.02,63.99,84.42,0.2718,433.44
CFG-0353,LiPo 4S 3000mAh,4,"7""",330mm Medium,FrSky R-XSR,3000,320,900,3600,868,4.147,2732,24.78,124.79,87.23,71.33,0.4505,273.28
CFG-0354,LiPo 6S 8000mAh,6,"12""",220mm Mini,FrSky R-XSR,8000,1050,1000,6000,1780,3.371,4220,35.1,298.1,66.54,73.11,0.4092,514.08
CFG-0355,LiPo 3S 2200mAh,4,"9""",450mm Standard,ExpressLRS 900,2200,180,900,3600,904,3.982,2696,11.02,119.6,58.08,79.84,0.398,312.48
CFG-0356,LiPo 4S 3000mAh,4,"9""",550mm Heavy,FrSky R-XSR,3000,320,900,3600,1262,2.853,2338,15.05,184.53,53.87,72.2,0.3683,370.72
CFG-0357,LiPo 4S 5000mAh,6,"5""",450mm Standard,DJI FPV Receiver,5000,520,1000,6000,1420,4.225,4580,17.43,292.07,70.51,77.81,0.3516,474.88
CFG-0358,LiPo 4S 3000mAh,8,"5""",550mm Heavy,DJI FPV Receiver,3000,320,1100,8800,1704,5.164,7096,8.75,397.6,55.7,83.43,0.2518,629.44
CFG-0359,LiPo 4S 5000mAh,4,"5""",450mm Standard,FrSky R-XSR,5000,520,900,3600,1202,2.995,2398,21.72,217.75,77.69,71.68,0.4273,328.16
CFG-0360,LiPo 3S 2200mAh,3,"9""",220mm Mini,ExpressLRS 900,2200,180,800,2400,531,4.52,1869,27.62,57.49,83.25,61.5,0.5278,197.12
CFG-0361,LiPo 4S 3000mAh,3,"12""",220mm Mini,DJI FPV Receiver,3000,320,800,2400,709,3.385,1691,30.51,80.08,86.27,58.49,0.5424,269.92
CFG-0362,LiPo 3S 2200mAh,3,"7""",330mm Medium,DJI FPV Receiver,2200,180,800,2400,651,3.687,1749,15.47,82.42,87.87,63.15,0.5791,254.24
CFG-0363,LiPo 4S 3000mAh,6,"9""",220mm Mini,DJI FPV Receiver,3000,320,1000,6000,1000,6.0,5000,19.41,147.27,77.49,76.15,0.4095,411.04
CFG-0364,LiPo 6S 4000mAh,6,"7""",550mm Heavy,ExpressLRS 900,4000,680,1000,6000,1816,3.304,4184,13.01,351.86,69.73,86.67,0.2365,530.88
CFG-0365,LiPo 6S 4000mAh,4,"5""",450mm Standard,DJI FPV Receiver,4000,680,900,3600,1372,2.624,2228,21.62,258.61,105.74,65.28,0.4524,402.08
CFG-0366,LiPo 4S 5000mAh,8,"9""",220mm Mini,DJI FPV Receiver,5000,520,1100,8800,1484,5.93,7316,18.36,264.25,61.15,77.24,0.3732,586.88
CFG-0367,LiPo 3S 2200mAh,3,"9""",220mm Mini,DJI FPV Receiver,2200,180,800,2400,539,4.453,1861,25.55,58.62,83.86,62.96,0.387,230.72
CFG-0368,LiPo 3S 2200mAh,3,"5""",220mm Mini,DJI FPV Receiver,2200,180,800,2400,509,4.715,1891,20.41,68.4,114.46,53.24,0.5129,213.92
CFG-0369,LiPo 4S 5000mAh,8,"9""",330mm Medium,ExpressLRS 900,5000,520,1100,8800,1606,5.479,7194,14.27,292.84,48.66,92.54,0.2823,586.88
CFG-0370,LiPo 3S 2200mAh,3,"5""",450mm Standard,TBS Crossfire,2200,180,800,2400,784,3.061,1616,10.62,119.94,74.29,68.34,0.4537,269.92
CFG-0371,LiPo 3S 2200mAh,4,"12""",450mm Standard,ExpressLRS 900,2200,180,900,3600,944,3.814,2656,11.21,121.02,48.59,88.37,0.3027,334.88
CFG-0372,LiPo 4S 5000mAh,6,"9""",330mm Medium,TBS Crossfire,5000,520,1000,6000,1325,4.528,4675,18.29,212.33,59.89,83.13,0.3993,463.68
CFG-0373,LiPo 3S 2200mAh,8,"12""",550mm Heavy,ExpressLRS 900,2200,180,1100,8800,1716,5.128,7084,6.25,305.3,28.67,94.75,0.1722,663.04
CFG-0374,LiPo 3S 2200mAh,6,"12""",220mm Mini,FrSky R-XSR,2200,180,1000,6000,910,6.593,5090,9.95,124.62,51.83,77.08,0.3665,374.08
CFG-0375,LiPo 4S 3000mAh,6,"5""",330mm Medium,FrSky R-XSR,3000,320,1000,6000,1060,5.66,4940,14.6,199.71,89.72,74.83,0.3324,362.88
CFG-0376,LiPo 6S 4000mAh,8,"5""",450mm Standard,FrSky R-XSR,4000,680,1100,8800,1834,4.798,6966,13.77,437.48,88.5,83.65,0.3064,586.88
CFG-0377,LiPo 3S 2200mAh,3,"9""",330mm Medium,ExpressLRS 900,2200,180,800,2400,661,3.631,1739,15.52,76.42,70.57,68.9,0.4378,230.72
CFG-0378,LiPo 4S 3000mAh,3,"7""",330mm Medium,FrSky R-XSR,3000,320,800,2400,781,3.073,1619,25.71,104.43,95.44,67.15,0.4408,228.48
CFG-0379,LiPo 3S 2200mAh,3,"12""",450mm Standard,FrSky R-XSR,2200,180,800,2400,839,2.861,1561,17.43,99.67,47.92,64.04,0.4771,266.56
CFG-0380,LiPo 4S 5000mAh,6,"12""",550mm Heavy,ExpressLRS 900,5000,520,1000,6000,1752,3.425,4248,15.49,292.02,35.14,94.81,0.2697,558.88
CFG-0381,LiPo 4S 3000mAh,8,"7""",450mm Standard,FrSky R-XSR,3000,320,1100,8800,1506,5.843,7294,8.02,296.29,60.81,87.08,0.3517,548.8
CFG-0382,LiPo 4S 5000mAh,6,"7""",550mm Heavy,DJI FPV Receiver,5000,520,1000,6000,1664,3.606,4336,13.55,314.06,48.02,82.09,0.3063,538.72
CFG-0383,LiPo 6S 8000mAh,6,"12""",220mm Mini,TBS Crossfire,8000,1050,1000,6000,1785,3.361,4215,37.44,299.19,62.03,79.84,0.3286,551.04
CFG-0384,LiPo 4S 5000mAh,3,"7""",330mm Medium,DJI FPV Receiver,5000,520,800,2400,991,2.422,1409,33.05,142.32,80.83,56.21,0.53,306.88
CFG-0385,LiPo 6S 4000mAh,4,"9""",450mm Standard,ExpressLRS 900,4000,680,900,3600,1404,2.564,2196,24.6,211.97,75.85,76.75,0.3708,390.88
CFG-0386,LiPo 6S 8000mAh,8,"7""",450mm Standard,TBS Crossfire,8000,1050,1100,8800,2241,3.927,6559,22.06,496.73,64.08,88.09,0.2283,703.36
CFG-0387,LiPo 6S 4000mAh,4,"5""",220mm Mini,TBS Crossfire,4000,680,900,3600,1087,3.312,2513,26.92,191.07,150.52,67.18,0.3737,323.68
CFG-0388,LiPo 4S 5000mAh,6,"7""",330mm Medium,FrSky R-XSR,5000,520,1000,6000,1284,4.673,4716,20.92,224.21,74.56,84.12,0.3186,406.56
CFG-0389,LiPo 4S 3000mAh,6,"9""",450mm Standard,ExpressLRS 900,3000,320,1000,6000,1272,4.717,4728,12.41,201.35,56.37,94.37,0.2672,444.64
CFG-0390,LiPo 4S 3000mAh,4,"5""",330mm Medium,TBS Crossfire,3000,320,900,3600,857,4.201,2743,20.78,140.27,108.32,68.78,0.4639,301.28
CFG-0391,LiPo 6S 4000mAh,6,"12""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1540,3.896,4460,24.81,246.94,64.29,76.57,0.4191,486.08
CFG-0392,LiPo 6S 8000mAh,8,"5""",220mm Mini,FrSky R-XSR,8000,1050,1100,8800,1924,4.574,6876,20.59,465.59,96.74,78.22,0.3457,581.28
CFG-0393,LiPo 6S 4000mAh,3,"5""",330mm Medium,TBS Crossfire,4000,680,800,2400,1134,2.116,1266,26.25,193.8,133.23,54.59,0.6293,314.72
CFG-0394,LiPo 4S 5000mAh,4,"7""",450mm Standard,DJI FPV Receiver,5000,520,900,3600,1228,2.932,2372,23.14,195.91,68.47,68.25,0.4137,385.28
CFG-0395,LiPo 6S 8000mAh,6,"5""",450mm Standard,TBS Crossfire,8000,1050,1000,6000,1945,3.085,4055,27.19,439.65,83.42,79.88,0.3603,551.04
CFG-0396,LiPo 3S 2200mAh,3,"9""",450mm Standard,DJI FPV Receiver,2200,180,800,2400,819,2.93,1581,13.05,100.98,51.99,66.04,0.3957,297.92
CFG-0397,LiPo 4S 3000mAh,4,"12""",450mm Standard,TBS Crossfire,3000,320,900,3600,1087,3.312,2513,17.92,145.38,56.45,74.67,0.3756,379.68
CFG-0398,LiPo 4S 5000mAh,4,"7""",220mm Mini,ExpressLRS 900,5000,520,900,3600,940,3.83,2660,32.31,138.41,99.15,74.94,0.3507,284.48
CFG-0399,LiPo 3S 2200mAh,3,"7""",450mm Standard,FrSky R-XSR,2200,180,800,2400,791,3.034,1609,15.08,106.17,67.0,66.75,0.4343,239.68
CFG-0400,LiPo 4S 5000mAh,8,"7""",330mm Medium,DJI FPV Receiver,5000,520,1100,8800,1566,5.619,7234,17.23,311.73,58.55,79.85,0.369,593.6
CFG-0401,LiPo 4S 5000mAh,4,"5""",220mm Mini,DJI FPV Receiver,5000,520,900,3600,932,3.863,2668,25.89,156.43,112.31,65.08,0.4564,309.12
CFG-0402,LiPo 6S 4000mAh,6,"5""",450mm Standard,ExpressLRS 900,4000,680,1000,6000,1572,3.817,4428,18.61,333.35,93.47,83.65,0.2832,467.04
CFG-0403,LiPo 6S 8000mAh,3,"5""",330mm Medium,DJI FPV Receiver,8000,1050,800,2400,1509,1.59,891,39.11,280.96,107.68,47.12,0.6961,387.52
CFG-0404,LiPo 4S 5000mAh,8,"5""",220mm Mini,DJI FPV Receiver,5000,520,1100,8800,1404,6.268,7396,14.21,309.11,83.14,71.63,0.4172,542.08
CFG-0405,LiPo 6S 8000mAh,6,"7""",550mm Heavy,DJI FPV Receiver,8000,1050,1000,6000,2194,2.735,3806,22.68,449.91,62.41,76.16,0.3108,626.08
CFG-0406,LiPo 4S 3000mAh,4,"9""",550mm Heavy,FrSky R-XSR,3000,320,900,3600,1262,2.853,2338,15.39,184.53,51.42,76.3,0.2779,370.72
CFG-0407,LiPo 6S 8000mAh,4,"9""",220mm Mini,DJI FPV Receiver,8000,1050,900,3600,1502,2.397,2098,46.68,231.4,89.43,70.24,0.3694,418.88
CFG-0408,LiPo 6S 8000mAh,6,"5""",450mm Standard,FrSky R-XSR,8000,1050,1000,6000,1940,3.093,4060,23.17,438.18,86.4,70.47,0.3961,514.08
CFG-0409,LiPo 6S 8000mAh,4,"5""",330mm Medium,DJI FPV Receiver,8000,1050,900,3600,1592,2.261,2008,32.09,313.77,102.6,59.98,0.4498,430.08
CFG-0410,LiPo 6S 4000mAh,6,"12""",330mm Medium,FrSky R-XSR,4000,680,1000,6000,1540,3.896,4460,20.57,246.94,64.17,79.37,0.3122,486.08
CFG-0411,LiPo 4S 5000mAh,4,"9""",330mm Medium,DJI FPV Receiver,5000,520,900,3600,1102,3.267,2498,29.09,154.72,67.89,77.59,0.3333,365.12
CFG-0412,LiPo 3S 2200mAh,6,"9""",330mm Medium,DJI FPV Receiver,2200,180,1000,6000,990,6.061,5010,8.78,145.36,56.25,72.19,0.3986,422.24
CFG-0413,LiPo 3S 2200mAh,4,"5""",550mm Heavy,ExpressLRS 900,2200,180,900,3600,1084,3.321,2516,8.07,190.38,54.64,79.24,0.3081,340.48
CFG-0414,LiPo 4S 3000mAh,3,"9""",220mm Mini,FrSky R-XSR,3000,320,800,2400,669,3.587,1731,35.44,77.63,103.35,61.71,0.5391,204.96
CFG-0415,LiPo 4S 5000mAh,3,"9""",220mm Mini,ExpressLRS 900,5000,520,800,2400,871,2.755,1529,43.63,109.39,88.16,61.37,0.5221,249.76
CFG-0416,LiPo 3S 2200mAh,4,"12""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,672,5.357,2928,18.5,77.8,67.89,70.1,0.4293,301.28
CFG-0417,LiPo 6S 4000mAh,6,"7""",220mm Mini,ExpressLRS 900,4000,680,1000,6000,1316,4.559,4684,21.04,231.5,111.22,80.1,0.33,413.28
CFG-0418,LiPo 3S 2200mAh,8,"7""",450mm Standard,DJI FPV Receiver,2200,180,1100,8800,1376,6.395,7424,5.15,263.48,49.73,85.24,0.2914,574.56
CFG-0419,LiPo 6S 4000mAh,8,"5""",220mm Mini,FrSky R-XSR,4000,680,1100,8800,1554,5.663,7246,16.29,352.72,103.61,74.25,0.3775,519.68
CFG-0420,LiPo 4S 5000mAh,6,"7""",550mm Heavy,ExpressLRS 900,5000,520,1000,6000,1656,3.623,4344,13.55,312.1,49.08,90.99,0.2336,505.12
CFG-0421,LiPo 4S 5000mAh,4,"7""",550mm Heavy,FrSky R-XSR,5000,520,900,3600,1438,2.503,2162,20.63,240.53,50.87,70.6,0.3885,387.52
CFG-0422,LiPo 3S 2200mAh,4,"7""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,608,5.921,2992,19.78,78.55,93.51,65.07,0.46,265.44
CFG-0423,LiPo 6S 8000mAh,6,"12""",550mm Heavy,FrSky R-XSR,8000,1050,1000,6000,2280,2.632,3720,28.28,411.28,38.55,77.52,0.2896,631.68
CFG-0424,LiPo 4S 3000mAh,3,"12""",450mm Standard,ExpressLRS 900,3000,320,800,2400,981,2.446,1419,24.36,122.13,60.83,68.19,0.4694,303.52
CFG-0425,LiPo 4S 3000mAh,8,"7""",220mm Mini,FrSky R-XSR,3000,320,1100,8800,1226,7.178,7574,10.54,226.77,82.95,74.73,0.3914,481.6
CFG-0426,LiPo 6S 8000mAh,6,"7""",330mm Medium,TBS Crossfire,8000,1050,1000,6000,1819,3.299,4181,30.24,352.61,84.02,79.78,0.3959,530.88
CFG-0427,LiPo 4S 3000mAh,6,"7""",330mm Medium,DJI FPV Receiver,3000,320,1000,6000,1094,5.484,4906,16.96,182.07,72.37,85.06,0.3124,424.48
CFG-0428,LiPo 4S 5000mAh,4,"5""",220mm Mini,TBS Crossfire,5000,520,900,3600,927,3.883,2673,27.36,155.34,105.98,67.46,0.4659,297.92
CFG-0429,LiPo 6S 4000mAh,6,"7""",330mm Medium,ExpressLRS 900,4000,680,1000,6000,1446,4.149,4554,21.28,261.66,98.49,86.55,0.2776,446.88
CFG-0430,LiPo 6S 4000mAh,4,"5""",550mm Heavy,DJI FPV Receiver,4000,680,900,3600,1592,2.261,2008,16.36,313.77,85.39,60.76,0.4833,452.48
CFG-0431,LiPo 6S 8000mAh,3,"12""",450mm Standard,ExpressLRS 900,8000,1050,800,2400,1711,1.403,689,41.53,251.7,58.09,53.47,0.751,421.12
CFG-0432,LiPo 4S 5000mAh,8,"12""",450mm Standard,FrSky R-XSR,5000,520,1100,8800,1834,4.798,6966,16.18,332.87,34.39,86.85,0.2609,650.72
CFG-0433,LiPo 3S 2200mAh,4,"5""",550mm Heavy,TBS Crossfire,2200,180,900,3600,1087,3.312,2513,9.41,191.07,54.85,78.36,0.3596,362.88
CFG-0434,LiPo 6S 8000mAh,6,"9""",450mm Standard,ExpressLRS 900,8000,1050,1000,6000,2002,2.997,3998,27.73,363.1,57.27,88.43,0.3071,562.24
CFG-0435,LiPo 6S 4000mAh,8,"5""",450mm Standard,TBS Crossfire,4000,680,1100,8800,1839,4.785,6961,14.14,439.03,87.4,88.96,0.3395,623.84
CFG-0436,LiPo 6S 8000mAh,3,"5""",330mm Medium,ExpressLRS 900,8000,1050,800,2400,1501,1.599,899,38.41,279.03,107.16,51.44,0.6839,353.92
CFG-0437,LiPo 4S 3000mAh,3,"9""",220mm Mini,DJI FPV Receiver,3000,320,800,2400,679,3.535,1721,35.24,79.14,99.77,55.64,0.4804,253.12
CFG-0438,LiPo 6S 4000mAh,3,"9""",450mm Standard,FrSky R-XSR,4000,680,800,2400,1309,1.833,1091,30.36,185.78,85.67,55.76,0.6492,328.16
CFG-0439,LiPo 4S 5000mAh,8,"9""",220mm Mini,TBS Crossfire,5000,520,1100,8800,1479,5.95,7321,18.28,263.1,58.02,82.54,0.3183,575.68
CFG-0440,LiPo 4S 5000mAh,6,"5""",220mm Mini,TBS Crossfire,5000,520,1000,6000,1135,5.286,4865,19.23,218.27,92.64,81.19,0.3908,396.48
CFG-0441,LiPo 6S 4000mAh,4,"7""",330mm Medium,ExpressLRS 900,4000,680,900,3600,1230,2.927,2370,28.1,196.32,108.8,78.28,0.3316,343.84
CFG-0442,LiPo 3S 2200mAh,6,"9""",450mm Standard,ExpressLRS 900,2200,180,1000,6000,1132,5.3,4868,9.09,173.03,47.96,89.48,0.2767,422.24
CFG-0443,LiPo 4S 3000mAh,4,"5""",220mm Mini,TBS Crossfire,3000,320,900,3600,727,4.952,2873,21.04,113.26,127.0,70.95,0.4394,267.68
CFG-0444,LiPo 6S 4000mAh,8,"9""",330mm Medium,DJI FPV Receiver,4000,680,1100,8800,1774,4.961,7026,15.88,333.27,70.26,83.69,0.2723,646.24
CFG-0445,LiPo 6S 4000mAh,6,"12""",330mm Medium,TBS Crossfire,4000,680,1000,6000,1545,3.883,4455,21.55,247.98,74.75,88.54,0.242,523.04
CFG-0446,LiPo 3S 2200mAh,6,"9""",550mm Heavy,FrSky R-XSR,2200,180,1000,6000,1350,4.444,4650,7.11,217.55,39.81,83.75,0.3203,458.08
CFG-0447,LiPo 6S 8000mAh,4,"7""",550mm Heavy,DJI FPV Receiver,8000,1050,900,3600,1978,1.82,1622,29.78,364.07,65.49,61.45,0.5308,523.04
CFG-0448,LiPo 6S 4000mAh,4,"7""",450mm Standard,DJI FPV Receiver,4000,680,900,3600,1388,2.594,2212,23.03,229.72,90.91,70.69,0.4117,411.04
CFG-0449,LiPo 3S 2200mAh,8,"12""",550mm Heavy,DJI FPV Receiver,2200,180,1100,8800,1724,5.104,7076,6.08,307.15,24.21,84.04,0.258,696.64
CFG-0450,LiPo 6S 4000mAh,4,"9""",550mm Heavy,FrSky R-XSR,4000,680,900,3600,1622,2.219,1978,18.8,255.72,62.11,69.64,0.4311,426.72
CFG-0451,LiPo 4S 3000mAh,6,"9""",450mm Standard,DJI FPV Receiver,3000,320,1000,6000,1280,4.688,4720,11.52,203.0,58.02,86.89,0.2713,478.24
CFG-0452,LiPo 4S 5000mAh,8,"12""",550mm Heavy,TBS Crossfire,5000,520,1100,8800,2059,4.274,6741,11.23,386.91,33.42,91.53,0.2448,738.08
CFG-0453,LiPo 4S 3000mAh,3,"12""",330mm Medium,FrSky R-XSR,3000,320,800,2400,829,2.895,1571,26.34,98.13,65.52,63.5,0.4717,255.36
CFG-0454,LiPo 3S 2200mAh,6,"7""",450mm Standard,ExpressLRS 900,2200,180,1000,6000,1096,5.474,4904,9.86,182.5,55.55,84.2,0.2784,402.08
CFG-0455,LiPo 4S 3000mAh,3,"12""",220mm Mini,ExpressLRS 900,3000,320,800,2400,701,3.424,1699,36.53,78.9,83.74,65.5,0.4674,236.32
CFG-0456,LiPo 4S 3000mAh,8,"9""",450mm Standard,DJI FPV Receiver,3000,320,1100,8800,1564,5.627,7236,10.07,282.92,41.22,85.48,0.3415,623.84
CFG-0457,LiPo 6S 8000mAh,3,"12""",330mm Medium,TBS Crossfire,8000,1050,800,2400,1564,1.535,836,45.73,223.96,68.43,46.96,0.6932,409.92
CFG-0458,LiPo 4S 5000mAh,4,"9""",330mm Medium,DJI FPV Receiver,5000,520,900,3600,1102,3.267,2498,27.81,154.72,65.26,71.28,0.3844,365.12
CFG-0459,LiPo 4S 3000mAh,8,"7""",550mm Heavy,FrSky R-XSR,3000,320,1100,8800,1726,5.098,7074,9.87,353.75,54.02,88.99,0.2359,599.2
CFG-0460,LiPo 4S 5000mAh,4,"9""",550mm Heavy,ExpressLRS 900,5000,520,900,3600,1464,2.459,2136,21.69,223.82,44.27,72.88,0.4261,415.52
CFG-0461,LiPo 6S 4000mAh,3,"9""",220mm Mini,ExpressLRS 900,4000,680,800,2400,1031,2.328,1369,39.73,136.21,113.63,57.86,0.4824,275.52
